이름,카테고리,주소,위도,경도,전화번호,링크
스타벅스 센트럴시티점,"카페,디저트>카페",서울특별시 서초구 신반포로 176 (반포동),37.5034854,127.0043283,,http://www.starbucks.co.kr/
던킨 원더스 강남,"카페,디저트>도넛",서울특별시 서초구 강남대로 373 홍우빌딩 1층,37.4960698,127.0281502,,http://www.dunkindonuts.co.kr/
쉘리,"카페,디저트>카페",서울특별시 서초구 잠원로 51,37.5093780,127.0072700,,
공차 엔터6강남점,"카페,디저트>차",서울특별시 서초구 신반포로 188,37.5049301,127.0049482,,
스타벅스 파미에파크R점,"카페,디저트>카페",서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY,37.5030521,127.0043620,,http://www.starbucks.co.kr/
진밀옥 교대직영점,"한식>육류,고기요리",서울특별시 서초구 서초대로50길 104 코랜드빌딩,37.4885548,127.0137972,,https://www.instagram.com/seocho_gamgyeok_sidae
우대옥 사당본점,한식>소고기구이,서울특별시 서초구 방배천로4길 15-17 1층,37.4787972,126.9833236,,https://www.instagram.com/woodaeok
옛골토성 청계산점,한식>돼지고기구이,서울특별시 서초구 청계산로 434,37.4304533,127.0709125,,https://blog.naver.com/tosunglife
삼육가 사당역직영점,"한식>육류,고기요리",서울특별시 서초구 방배천로 10 동화빌딩,37.4774221,126.9829227,,https://app.catchtable.co.kr/ct/shop/36ga_sd
강남77,술집>요리주점,서울특별시 서초구 서초대로77길 31,37.5005745,127.0253385,,http://www.instagram.com/77_pocha
옥된장 양재점,음식점>한식,서울특별시 서초구 서운로6길 29 1층,37.4857415,127.0309945,,https://www.instagram.com/okdj9291/
플랫나인,술집>요리주점,서울특별시 서초구 강남대로65길 10 5층,37.5005009,127.0249641,,https://catchtable.co.kr/flatnine_jazzbar
진구곱창 강남역본점,"한식>곱창,막창,양",서울특별시 서초구 서초대로75길 37 1층 진구곱창,37.5007431,127.0248770,,https://blog.naver.com/kimjingu_
은행골 강남역점,"음식점>일식>초밥,롤",서울특별시 서초구 서초대로75길 34 3층 은행골,37.5005766,127.0251701,,https://app.catchtable.co.kr/ct/shop/eunhaenggol_gangnam
김태완스시 방배본점,"음식점>일식>초밥,롤",서울특별시 서초구 효령로31길 21 1층 김태완스시 방배본점,37.4821413,126.9961546,,
장수해물대첩 방배본점,음식점>한식,서울특별시 서초구 방배로 199 지하1층,37.4912031,126.9911497,,
이자카야나무 서초점,음식점>술집>이자카야,서울특별시 서초구 서초대로75길 23 지하1층~지상4층,37.4997854,127.0253464,,https://app.catchtable.co.kr/ct/shop/IzakayanamuGangnamNo_3?from=share&type=DINING
마루심 반포점,"한식>장어,먹장어요리",서울특별시 서초구 고무래로10길 10 청구빌딩 1층,37.5019278,127.0105785,,http://marusim.co.kr/
놀부주방 반포점,음식점>한식,서울특별시 서초구 신반포로 194 본관 지하층 22호,37.5056800,127.0058468,,
장원김밥 서초점,분식>김밥,서울특별시 서초구 서초대로77길 31,37.5006488,127.0254357,,
청담동마녀김밥 강남역점,음식점>분식,"서울특별시 서초구 사임당로 178 1층 108호, 109호",37.4923485,127.0291377,,
유미분김밥 방배 직영점,분식>김밥,서울특별시 서초구 방배로28길 7 1층,37.4903096,126.9926175,,http://instagram.com/youmeboon
청담동마녀김밥 신사역점,음식점>분식,서울특별시 서초구 강남대로 617 102호,37.5168509,127.0189848,,
프릳츠 양재점,"음식점>카페,디저트",서울특별시 서초구 강남대로37길 24-11,37.4853569,127.0322383,,http://fritz.co.kr/
루엘드파리,"카페,디저트>베이커리",서울특별시 서초구 서초중앙로 18 서초쌍용플래티넘 112호,37.4840594,127.0173499,,https://smartstore.naver.com/ruelledeparis
길산종합빵집,"카페,디저트>베이커리",서울특별시 서초구 바우뫼로43길 18 1층 102호 길산 종합 빵집,37.4822040,127.0421882,,
빽다방 빵연구소 신사사거리점,"카페,디저트>테이크아웃커피",서울특별시 서초구 강남대로 605 휴먼타워 1층,37.5158780,127.0192268,,
포비 강남점,"카페,디저트>베이커리",서울특별시 서초구 사평대로 205 센트럴시티 파미에스테이션 1층 106호,37.5030165,127.0044176,,http://fourb.co.kr
파리크라상 예술의전당점,"카페,디저트>베이커리",서울특별시 서초구 남부순환로 2406 예술의 전당,37.4798178,127.0127646,,https://pariscroissantorder.com
시그니처랩 반포점,음식점>양식,서울특별시 서초구 신반포로 194 서울고속버스터미널 1층 24호,37.5045735,127.0061311,,https://www.instagram.com/signature_lab/
파리크라상 교대역점,"카페,디저트>베이커리",서울특별시 서초구 서초중앙로24길 27 G-five 플라자 1층,37.4954178,127.0164171,,https://pariscroissantorder.com
데블스도어 센트럴시티점,"술집>맥주,호프",서울특별시 서초구 사평대로 205 데블스도어,37.5050013,127.0091359,,https://www.instagram.com/devilsdoor.official/
타코튜즈데이 성수 본점,"음식점>멕시코,남미음식",서울특별시 성동구 왕십리로10길 10 1층,37.5467382,127.0455685,,http://app.catchtable.co.kr/ct/shop/taco_tuesday
스시도쿠 왕십리본점,"음식점>일식>초밥,롤",서울특별시 성동구 왕십리광장로 6 1층 스시도쿠 왕십리본점,37.5610130,127.0361635,,https://app.catchtable.co.kr/ct/shop/sushidoku
블루보틀 성수 카페,"음식점>카페,디저트",서울특별시 성동구 아차산로 7 케이티링커스,37.5481100,127.0456544,,https://kr.bluebottlecoffee.com/
스시도쿠 카미동 왕십리본점,음식점>일식>일식당,서울특별시 성동구 왕십리로 295 2층 스시도쿠 카미동,37.5604554,127.0357703,,https://www.instagram.com/sushidoku2014/
소문난성수감자탕,한식>감자탕,서울특별시 성동구 연무장길 45,37.5428370,127.0543870,,
아쿠아산타 성수카페,"음식점>카페,디저트",서울특별시 성동구 연무장길 81 1층 107호,37.5416525,127.0582839,,https://www.instagram.com/acqua__santa/
어니언 성수,"음식점>카페,디저트",서울특별시 성동구 아차산로9길 8 어니언,37.5446909,127.0581051,,http://onionkr.com
베통 성수,"음식점>카페,디저트",서울특별시 성동구 연무장7가길 8 베통 성수,37.5429356,127.0552214,,http://www.instagram.com/beton.kr
하이라인 성수카페,"음식점>카페,디저트",서울특별시 성동구 성덕정9길 10 2층 하이라인성수카페,37.5390219,127.0498827,,https://blog.naver.com/highlinecafe
화화돈 성수점,음식점>베트남음식,서울특별시 성동구 연무장7가길 3 2층,37.5432368,127.0548651,,
난포,음식점>한식,서울특별시 성동구 서울숲4길 18-8 지층,37.5470252,127.0426732,,http://www.instagram.com/nanpo_official
최가네샤브버섯칼국수 성수직영점,음식점>한식,서울특별시 성동구 서울숲6길 12 1층,37.5476017,127.0428418,,https://app.catchtable.co.kr/ct/shop/choigane_seongsu
싹쓰리곱창 성수본점,"한식>곱창,막창,양",서울특별시 성동구 뚝섬로 408 1층,37.5384690,127.0559049,,http://instagram.com/ssack.3
스시도쿠 더성수,음식점>일식>일식당,서울특별시 성동구 서울숲6길 13 1층 스시도쿠 더성수,37.5477014,127.0430489,,https://catchtable.co.kr/sushidoku_seongsu
육회바른연어 왕십리점,술집>요리주점,서울특별시 성동구 왕십리로 287-1 1층 육회바른연어,37.5599279,127.0362471,,https://yby.co.kr
현심야식당 성수점,술집>이자카야,서울특별시 성동구 왕십리로4길 24-7 지1층,37.5468548,127.0466525,,https://app.catchtable.co.kr/ct/shop/hyunsimya
미쁘동 성수,음식점>일식>일식당,서울특별시 성동구 서울숲2길 11-12 2층,37.5475514,127.0401268,,https://www.mibbedong.com/
풍조미역 성수본점,음식점>한식,서울특별시 성동구 성수일로8길 60 1층,37.5449042,127.0568978,,https://www.instagram.com/pungjo_seongsu
강남면옥 성수점,한식>냉면,서울특별시 성동구 성수일로 77 서울숲it밸리 1층 110호,37.5477087,127.0506378,,http://강남면옥.kr
다이닝 목로 성수점,술집>요리주점,서울특별시 성동구 연무장7가길 1 1층,37.5432182,127.0547652,,https://www.instagram.com/mokroe_official
악어떡볶이,분식>종합분식,서울특별시 성동구 마조로 33,37.5607215,127.0410110,,https://smartstore.naver.com/age_tbk
싸다김밥 상왕십리역점,음식점>분식,서울특별시 성동구 왕십리로 410 센트라스 L동상가 101호 1층,37.5648291,127.0286815,,https://ssadagb.com
만두전빵,분식>만두,서울특별시 성동구 행당로15길 2-1 만두전빵,37.5583583,127.0319155,,https://www.instagram.com/mandoo_jeonbbang
싸다김밥 왕십리역점,음식점>분식,서울특별시 성동구 왕십리로 320 1층 싸다김밥 왕십리역점,37.5622637,127.0342526,,https://ssadagb.com
띠또분식,분식>종합분식,서울특별시 성동구 왕십리로 83-21 디타워 서울 포레스트 B110호,37.5439165,127.0442160,,https://smartstore.naver.com/ttitto
코끼리베이글 성수,"카페,디저트>베이커리",서울특별시 성동구 성수이로26길 17 1층,37.5460779,127.0595824,,
밀도 성수점,"음식점>카페,디저트>베이커리",서울특별시 성동구 왕십리로 96,37.5462557,127.0448657,,http://www.instagram.com/meal_do/
옹근달 성수점,"음식점>카페,디저트",서울특별시 성동구 성수이로7길 41-1 옹근달 성수점,37.5427194,127.0529990,,https://www.instagram.com/onguendal
성수다락,음식점>양식,서울특별시 성동구 뚝섬로9길 20 2층,37.5398955,127.0562588,,http://www.instagram.com/seongsudarak
이태리국시 성수,음식점>양식,서울특별시 성동구 왕십리로8길 18-1 3층,37.5459976,127.0466902,,https://www.instagram.com/italyguksi
서울숲포도피자 성수,음식점>양식,서울특별시 성동구 서울숲4길 22-7 지하1층,37.5469936,127.0432493,,https://www.instagram.com/podopizza_seongsu
브리비트 성수,음식점>양식,서울특별시 성동구 상원6길 5-1 1층,37.5486686,127.0489036,,https://catchtable.co.kr/bribeet_official
수아당 성북점,분식>김밥,서울특별시 성북구 동소문로20가길 33,37.5930550,127.0180401,,https://www.instagram.com/suadang_official
동경산책 성신여대점,음식점>일식>일식당,서울특별시 성북구 보문로34길 45 1층,37.5908482,127.0179133,,http://www.instagram.com/d.k.sancheck
마라붐,중식>마라탕,서울특별시 성북구 동소문로20나길 13 1층 101호 마라붐 (전 마라공방),37.5921814,127.0174330,,https://blog.naver.com/pheby8888
나폴레옹과자점 본점,"카페,디저트>베이커리",서울특별시 성북구 성북로 7 나폴레옹과자점,37.5888994,127.0051951,,https://napoleonbakery.co.kr
공푸 성신여대본점,중식>중식당,서울특별시 성북구 삼선교로24길 29,37.5888146,127.0161214,,https://blog.naver.com/gongpu2014
성북동 빵공장,"카페,디저트>베이커리",서울특별시 성북구 대사관로 40 B동,37.5958724,126.9884192,,https://www.instagram.com/sb_bread_factory
스타벅스 성신여대정문점,"카페,디저트>카페",서울특별시 성북구 보문로34길 62 (동선동2가),37.5909100,127.0188000,,http://www.starbucks.co.kr/
스타벅스 성신여대점,"카페,디저트>카페",서울특별시 성북구 동소문로24길 12 (동선동1가),37.5931349,127.0183790,,http://www.starbucks.co.kr/
스타벅스 한성대입구역점,"카페,디저트>카페",서울특별시 성북구 성북로 11 (성북동1가),37.5891161,127.0049472,,http://www.starbucks.co.kr/
성북동면옥집,음식점>한식,서울특별시 성북구 대사관로 40,37.5959190,126.9886323,,
금뚜껑,"한식>육류,고기요리",서울특별시 성북구 동소문로22길 64 1층,37.5902558,127.0186056,,https://app.catchtable.co.kr/ct/shop/goldttukkeong
밀탄 성신여대 본점,"한식>육류,고기요리",서울특별시 성북구 보문로34길 60 1층 밀탄,37.5908824,127.0187090,,
김태완스시 성신여대점,"음식점>일식>초밥,롤",서울특별시 성북구 동소문로20길 32 1층,37.5911757,127.0166936,,
연꽃치 성신여대점,술집>요리주점,서울특별시 성북구 동소문로20길 37-11 1층,37.5910602,127.0173942,,https://catchtable.co.kr/yeonggot_sungshin
천막집,음식점>한식,서울특별시 성북구 보문로30길 31 1층 천막집,37.5890878,127.0190770,,https://www.instagram.com/cmj_pocha/
온오프 성신여대본점,술집>요리주점,서울특별시 성북구 동소문로22길 56-1 1층 ON OFF,37.5905970,127.0185044,,
비스트로홈,술집>요리주점,서울특별시 성북구 동소문로22길 25 2층,37.5918943,127.0180787,,https://app.catchtable.co.kr/ct/shop/bistrohome_
서민스시 장위 본점,음식점>일식>일식당,서울특별시 성북구 화랑로25길 20 1층 서민스시,37.6095754,127.0521075,,http://www.instagram.com/sm_sushi
주대국초밥집 길음점,음식점>일식>일식당,"서울특별시 성북구 길음로 33 상가비동 지1층 8,9,10호",37.6059572,127.0217278,,
남해바다마차,한식>생선회,서울특별시 성북구 한천로78길 71 2층 남해바다마차,37.6135526,127.0649678,,https://pf.kakao.com/_gtPVxj
고른햇살,분식>종합분식,서울특별시 성북구 개운사길 14,37.5870154,127.0294687,,
사발떡볶이,분식>떡볶이,서울특별시 성북구 정릉로6길 45,37.6103296,126.9941028,,
명랑핫도그 성신여대점,양식>핫도그,서울특별시 성북구 동소문로22길 6,37.5927099,127.0174315,,https://myungranghotdog.com/
우리할매떡볶이 성신여대점,음식점>분식,서울특별시 성북구 보문로30길 82,37.5910873,127.0200074,,http://wehalmae.co.kr/
그레도제빵사,"카페,디저트>베이커리",서울특별시 성북구 화랑로 304 1층 카페 그레도제빵사,37.6134032,127.0621791,,http://www.instagram.com/cafe.gredo
롤링핀 1976길음점,"카페,디저트>베이커리",서울특별시 성북구 도봉로 1 베누스타빌딩 1층 롤링핀 1976 길음점,37.6092206,127.0294137,,https://www.instagram.com/bakery.cafe_rollingpin/
파리바게뜨 한성대역점,"카페,디저트>베이커리",서울특별시 성북구 동소문로 11,37.5892466,127.0074212,,https://www.paris.co.kr/
스타벅스 안암역점,"카페,디저트>카페",서울특별시 성북구 고려대로 102-2 (안암동5가),37.5862203,127.0307239,,http://www.starbucks.co.kr/
